,phrase,target
1765,finnish bank land consolidated net operating profit increased eur mn first quarter eur mn first quarter,positive
1766,combining two producers create strong eu based fertilizer industry capable meeting global competition added,positive
1767,finland leading metals group outokumpu said fourth quarter net profit tripled back strong global demand stainless steel soaring base metal prices proceeds sale technology unit,positive
1768,nordea sees return positive growth baltic countries,positive
1769,cision says sale return u k operation profitability,positive
1770,outotec oyj press release december outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customers increase business growing indian market,positive
1771,company also said poland profitability program launched oborniki steel frame sandwich panel plant,positive
1772,delighted move says morna cowie co owner double size current shop lovely feel,positive
1773,tiimari finnish retailer reported geenrated quarterly revenues totalling eur mn th quarter eur mn loss,positive
1774,second quarter group net profit rose eur eur april june,positive
1775,upm kymmene upgraded in line underperform goldman sachs,positive
1776,last week finnish metals technology group announced plans sell percent technology unit company strategic goal becoming world largest stainless steel maker,positive
1777,fair value property portfolio doubled result kapiteeli acquisition totalled eur million,positive
1778,stora enso third quarter pre tax profit doubled eur mn,positive
1779,satama net sales would higher year,positive
1780,therefore seems finnish shipping company viking line get subsidy needs order new lng fuelled vessel,positive
1781,july finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur m second quarter net loss eur m corresponding period last year,positive
1782,group also strong global position fishing categories,positive
1783,london marketwatch nokia nok said five year services contract run hutchison essar network operations nine locations india,positive
1784,first quarter underlying operating profit rose mln eur mln year earlier,positive
1785,company well positioned brazil uruguay,positive
1786,cooper sh uk distributor lift equipment manufacturer konecranes five year deal involves low maintenance fuel saving technologies,positive
1787,operating profit eur mn eur mn,positive
1788,efore results last quarter showed even faster improvement company managed better source components,positive
1789,finnish construction group lemmink inen awarded two road building contracts lithuanian transport administration,positive
1790,operating profit turnover nine month period increased respectively eur eur compared corresponding period year ago,positive
1791,location makes mall convenient place shop consumers three large residential areas nearby jaroszowka wysockiego zgody,positive
1792,first nine months company net loss narrowed eur eur million corresponding period,positive
1793,net interest income totaled eur mn compared eur mn year earlier,positive
1794,neste oil board proposed eur dividend full year compared eur year ago,positive
1795,operating profit rose eur eur year earlier,positive
1796,comparable operating profit totaled eur mn eur mn,positive
1797,finnish swedish tietoenator expanding business quickly russia,positive
1798,finnish software developer basware oyj said november u s subsidiary basware inc order provide software contract lifecycle management unnamed u s medical technology company,positive
1799,cash flow business operations totalled eur mn compared negative eur mn first half,positive
1800,current year raute expects net sales increase operating result positive,positive
1801,operating profit improved eur mn eur mn,positive
1802,finnish rautaruukki awarded contract supply install steel superstructures partihallsf rbindelsen bridge gothenburg sweden,positive
1803,operating profit eur mn eur mn,positive
1804,also turned earnings per share eps eur versus loss per share eur,positive
1805,finnair plc carried record million passengers increase percent previous year finnish national carrier reported tuesday,positive
1806,company said paper demand increased main markets including publication papers increased average paper prices percent compared last year,positive
1807,outotec said new orders worth mln eur quarter compared mln eur year earlier,positive
1808,number collection errors fell considerably operations speeded,positive
1809,operating profit turnover six month period increased respectively eur eur compared corresponding period year ago,positive
1810,commission income rose eur mn eur mn,positive
